"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"JNLXY",2023,394,2023-07-07,"EC, MB",0,0,22,0,2,0,2,3,"very open understory",1,1,NA,NA,3,NA,1,0,0,1,35.2,NA,NA,132.732289614169,11,11,3,NA,NA,0.433227018227027,3.43322701822703,NA,0.0226018854094999,NA,NA,0.0226018854094999,0.0258658012169221,0.272727272727273,NA,NA,0.272727272727273,0.312111547111548,0.00205471685540908,NA,NA,0.00205471685540908,0.00235143647426565
"JOGHL",2018,399,2018-07-21,NA,1,0,2,0,NA,NA,NA,5,NA,10,1,4.7,69.3977817177985,5,2,10,0,5,5,25.5,13.72,0.00520162969669534,69.3977817177985,NA,NA,NA,NA,NA,NA,5,7,0.072048412445403,0.0288193649781612,0.100867777423564,0.072048412445403,0.072048412445403,0.5,0.2,0.7,5,0.5,0.0072048412445403,0.00288193649781612,0.0100867777423564,0.072048412445403,0.0072048412445403
"JOGHL",2020,399,2020-07-22,"Gavin + Ben",1,1,1,0,2,0,9,6,NA,11,1,5.1,81.7128249198705,6,3,11,0,6,5,25.3,14.14,0.00458635140330642,81.7128249198705,10,10,2,1,0,0.264316176685138,6,9,0.0734278860862262,0.0367139430431131,0.110141829129339,0.0734278860862262,0.0734278860862262,0.545454545454545,0.272727272727273,0.818181818181818,6,0.545454545454545,0.00667526237147511,0.00333763118573756,0.0100128935572127,0.0734278860862262,0.00667526237147511
"JOGHL",2023,399,2023-07-07,"EC, MB",1,1,1,0,0,0,12,5,"lots of down dead",1,1,NA,NA,5,NA,1,0,1,0,NA,NA,NA,69.3977817177985,11,11,3,NA,NA,0.433227018227027,5.43322701822703,NA,0.072048412445403,NA,NA,0.072048412445403,0.0782910762237456,0.454545454545455,NA,NA,0.454545454545455,0.49392972892973,0.00654985567685482,NA,NA,0.00654985567685482,0.00711737056579506
"JOVV",2018,264,2018-07-10,NA,NA,NA,1,0,NA,NA,NA,0,NA,11,1,6.6,136.847775990371,0,2,11,0,0,11,32.9,27.8,0.0212300275482094,136.847775990371,NA,NA,NA,NA,NA,NA,0,2,0,0.014614778979972,0.014614778979972,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.00132861627090655,0.00132861627090655,0,0
"JOVV",2023,264,2023-07-06,"VM, MB",0,0,0,0,0,0,8,1,NA,1,1,NA,NA,1,NA,1,0,0,1,34.1,NA,NA,136.847775990371,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.00730738948998601,NA,NA,0.00730738948998601,0.01251407930657,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000664308135453274,NA,NA,0.000664308135453274,0.00113764357332454
"JQFYC",2018,368,2018-07-19,NA,NA,NA,1,0,NA,NA,NA,1,NA,11,1,6,113.097335529233,1,0,11,0,1,10,28.1,24.61,0.0171279166666667,113.097335529233,NA,NA,NA,NA,NA,NA,1,1,0.00884194128288308,0,0.00884194128288308,0.00884194128288308,0.00884194128288308,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000803812843898461,0,0.000803812843898461,0.00884194128288308,0.000803812843898461
"JQFYC",2020,368,2020-08-07,"Gavin and Aidan",0,0,0,0,0,0,1,0,NA,11,1,6,113.097335529233,1,0,11,0,0,11,28.4,24.93,0.0175314166666667,113.097335529233,11,11,2,1,0,0.290747794353651,1,1,0.00884194128288308,0,0.00884194128288308,0,0.00884194128288308,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.000803812843898461,0,0.000803812843898461,0,0.000803812843898461
"JQFYC",2023,368,2023-07-19,"MB, VM",0,0,0,0,0,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,29,NA,NA,113.097335529233,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.00383056785732189,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.000348233441574717
"JSAXZ",2018,320,2018-07-16,NA,0,0,9,1,NA,NA,NA,0,NA,11,1,6,113.097335529233,1,1,11,0,0,11,29,20.63,0.0147186944444444,113.097335529233,NA,NA,NA,NA,NA,NA,1,2,0.00884194128288308,0.00884194128288308,0.0176838825657662,0,0.00884194128288308,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.000803812843898461,0.000803812843898461,0.00160762568779692,0,0.000803812843898461
"JSAXZ",2020,320,2020-07-15,"Gavin,  Aidan",0,0,8,2,1,0,1,0,NA,11,1,6,113.097335529233,1,2,11,0,0,11,29.1,20.96,0.0151451111111111,113.097335529233,11,11,2,1,0,0.290747794353651,1,3,0.00884194128288308,0.0176838825657662,0.0265258238486492,0,0.00884194128288308,0.0909090909090909,0.181818181818182,0.272727272727273,0,0.0909090909090909,0.000803812843898461,0.00160762568779692,0.00241143853169538,0,0.000803812843898461
"JSAXZ",2023,320,2023-08-19,"BB, CR",0,0,4,3,3,0,0,1,"reflector torn nail ok",11,1,5,78.5398163397448,2,2,11,0,1,10,29.6,20.3,0.02175776,78.5398163397448,11,11,3,1,0,0.433227018227027,2,4,0.0254647908947033,0.0254647908947033,0.0509295817894065,0.0127323954473516,0.0254647908947033,0.181818181818182,0.181818181818182,0.363636363636364,1,0.181818181818182,0.00231498099042757,0.00231498099042757,0.00462996198085514,0.0127323954473516,0.00231498099042757
"JSIA",2018,224,2018-07-06,NA,NA,NA,3,0,NA,NA,NA,0,NA,11,1,6.9,149.57122623741,0,0,11,0,0,11,29.4,27.4545454545455,0.0178164671287545,149.57122623741,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JSIA",2023,224,2023-07-10,"HL, VM",0,0,0,0,0,0,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,30.3,NA,NA,149.57122623741,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00476377669419025,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.00043307060856275
"JTTN",2018,262,2018-07-10,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,5.7,102.070345315132,1,0,11,0,1,10,29.5,22.45,0.016544567559249,102.070345315132,NA,NA,NA,NA,NA,NA,1,1,0.00979716485638014,0,0.00979716485638014,0.00979716485638014,0.00979716485638014,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000890651350580013,0,0.000890651350580013,0.00979716485638014,0.000890651350580013
"JTTN",2023,262,2023-07-06,"VM, MB",0,0,7,0,2,0,0,1,NA,1,1,NA,NA,1,NA,1,0,0,1,30,NA,NA,102.070345315132,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.00979716485638014,NA,NA,0.00979716485638014,0.0167778791811077,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000890651350580013,NA,NA,0.000890651350580013,0.00152526174373706
"JXHO",2018,218,2018-07-06,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,5.7,102.070345315132,2,0,11,0,1,10,23.4,25.0777777777778,0.0175888273314866,102.070345315132,NA,NA,NA,NA,NA,NA,2,2,0.0195943297127603,0,0.0195943297127603,0.00979716485638014,0.0195943297127603,0.181818181818182,0,0.181818181818182,1,0.181818181818182,0.00178130270116003,0,0.00178130270116003,0.00979716485638014,0.00178130270116003
"JXHO",2023,218,2023-07-10,"HL, VM",0,0,0,0,0,0,2,1,NA,1,1,NA,NA,1,NA,1,0,0,1,24.2,NA,NA,102.070345315132,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.00979716485638014,NA,NA,0.00979716485638014,0.0167778791811077,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000890651350580013,NA,NA,0.000890651350580013,0.00152526174373706
"JYWI",2018,1,2018-06-22,NA,NA,NA,5,0,NA,NA,NA,1,NA,11,1,6.64,138.511563459713,1,0,11,0,1,10,6,10.675,0.00278914415190884,138.511563459713,NA,NA,NA,NA,NA,NA,1,1,0.00721961383600193,0,0.00721961383600193,0.00721961383600193,0.00721961383600193,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00065632853054563,0,0.00065632853054563,0.00721961383600193,0.00065632853054563
"JYWI",2023,529,2023-06-28,"EC CP",0,1,7,0,1,0,0,2,"right at stone edge. Found a 12.5 dbh tree tagged #1 directly below tree #12 (ASMP)... 38.95023, -106.96511 no",1,1,NA,NA,2,NA,1,0,0,1,7.8,NA,NA,138.511563459713,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0144392276720039,NA,NA,0.0144392276720039,0.0195833752353838,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00131265706109126,NA,NA,0.00131265706109126,0.00178030683958035
"KGSTM",2018,367,2018-07-19,NA,NA,NA,0,0,NA,NA,NA,2,NA,10,1,4.1,52.8101725068444,2,3,10,0,2,8,23.7,20.3375,0.0232264723378941,52.8101725068444,NA,NA,NA,NA,NA,NA,2,5,0.0378714915150257,0.0568072372725385,0.0946787287875642,0.0378714915150257,0.0378714915150257,0.2,0.3,0.5,2,0.2,0.00378714915150257,0.00568072372725385,0.00946787287875642,0.0378714915150257,0.00378714915150257
"KGSTM",2020,367,2020-08-07,"Gavin and Aidan",0,0,0,0,0,0,3,2,NA,10,1,4.4,60.8212337734984,2,3,10,0,2,8,23.9,20.275,0.0199873966942149,60.8212337734984,10,10,2,1,0,0.264316176685138,2,5,0.032883252704937,0.0493248790574056,0.0822081317623426,0.032883252704937,0.032883252704937,0.2,0.3,0.5,2,0.2,0.00328832527049371,0.00493248790574056,0.00822081317623426,0.032883252704937,0.00328832527049371
"KGSTM",2023,367,2023-07-19,"MB, VM",0,0,0,0,0,0,2,1,NA,1,1,NA,NA,1,NA,1,0,0,1,25.2,NA,NA,52.8101725068444,10,10,3,NA,NA,0.393842743842752,1.39384274384275,NA,0.0189357457575128,NA,NA,0.0189357457575128,0.0263934518233604,0.0909090909090909,NA,NA,0.0909090909090909,0.126712976712977,0.00172143143250117,NA,NA,0.00172143143250117,0.00239940471121458
"KGWC",2018,103,2018-06-28,NA,0,0,0,0,NA,NA,NA,4,"very soggy",10,1,4.3,58.0880481648753,4,0,10,0,4,6,23.1,25.2166666666667,0.0211707409410492,58.0880481648753,NA,NA,NA,NA,NA,NA,4,4,0.0688609813269423,0,0.0688609813269423,0.0688609813269423,0.0688609813269423,0.4,0,0.4,4,0.4,0.00688609813269423,0,0.00688609813269423,0.0688609813269423,0.00688609813269423
"KGWC",2023,103,2023-07-11,"HL VM",0,0,0,0,0,0,2,3,NA,1,1,NA,NA,3,NA,1,0,0,1,23.1,NA,NA,58.0880481648753,10,10,5,NA,NA,0.647749019701119,3.64774901970112,NA,0.0516457359952067,NA,NA,0.0516457359952067,0.0627968942827527,0.272727272727273,NA,NA,0.272727272727273,0.331613547245556,0.00469506690865516,NA,NA,0.00469506690865516,0.00570880857115934
"KHMSF",2018,311,2018-07-14,NA,NA,NA,5,5,NA,NA,NA,0,"Site very steep and weedy and dry, 0/5 stars",11,1,2.3,16.61902513749,0,1,10,0,0,11,21,12.7545454545455,0.0436493383742911,16.61902513749,NA,NA,NA,NA,NA,NA,0,1,0,0.0601720011689586,0.0601720011689586,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00547018192445078,0.00547018192445078,0,0
"KHMSF",2020,311,2020-07-13,"Gavin, Courtenay, Aiden",0,0,5,5,5,0,5,0,"Bees nest to north end of plot, site very steep and weedy and dry, 0/5 stars (confirmed in 2020)",11,1,2.3,16.61902513749,0,2,11,0,0,11,21.2,12.8090909090909,0.0438209829867675,16.61902513749,10,10,2,1,0,0.264316176685138,0,2,0,0.120344002337917,0.120344002337917,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.0109403638489016,0.0109403638489016,0,0
"KHMSF",2023,311,2023-07-13,"EC MB",0,0,8,7,0,1,7,0,"mosquitos",1,1,NA,NA,0,NA,1,0,0,1,21.4,NA,NA,16.61902513749,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.0260681366471811,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.00236983060428919
"KIFX",2018,173,2018-07-02,NA,NA,NA,7,2,NA,NA,NA,0,NA,11,1,13.5,572.55526111674,0,3,11,0,0,11,36.5,27.2090909090909,0.0053798463648834,572.55526111674,NA,NA,NA,NA,NA,NA,0,3,0,0.00523966890837516,0.00523966890837516,0,0,0,0.272727272727273,0.272727272727273,0,0,0,0.000476333537125014,0.000476333537125014,0,0
"KJORG",2018,434,2018-07-23,NA,0,0,12,0,NA,NA,NA,1,NA,11,1,4.7,69.3977817177985,1,0,11,0,1,10,25.7,21.52,0.0239014938886374,69.3977817177985,NA,NA,NA,NA,NA,NA,1,1,0.0144096824890806,0,0.0144096824890806,0.0144096824890806,0.0144096824890806,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00130997113537096,0,0.00130997113537096,0.0144096824890806,0.00130997113537096
"KJORG",2020,434,2020-07-06,"Nicole, Roxy, Gavin, Gabriel, Courtenay",0,0,21,0,NA,NA,1,1,NA,11,1,4.4,60.8212337734984,1,0,11,0,1,10,26.1,22.1272727272727,0.0313260330578512,60.8212337734984,11,11,2,1,0,0.290747794353651,1,1,0.0164416263524685,0,0.0164416263524685,0.0164416263524685,0.0164416263524685,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00149469330476987,0,0.00149469330476987,0.0164416263524685,0.00149469330476987
"KJORG",2023,434,2023-08-13,"BB, CR",0,0,25,0,2,0,1,0,"on deer trail",11,1,4.4,60.8212337734984,1,0,10,1,0,10,26.9,22.5454545454545,0.0323947314049587,60.8212337734984,11,10,3,0.909090909090909,0.0312706872849103,0.433227018227027,1,1,0.0164416263524685,0,0.0164416263524685,0,0.0164416263524685,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.00149469330476987,0,0.00149469330476987,0,0.00149469330476987
"KJZR",2018,82,2018-06-27,NA,NA,NA,12,5,NA,NA,NA,0,NA,10,1,6.6,136.847775990371,0,0,10,0,0,10,6.6,19.55,0.0148457988980716,136.847775990371,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KJZR",2023,82,2023-07-11,"HL VM",0,0,4,5,0,1,6,1,NA,1,1,NA,NA,1,NA,1,0,0,1,9.2,NA,NA,136.847775990371,10,10,5,NA,NA,0.647749019701119,1.64774901970112,NA,0.00730738948998601,NA,NA,0.00730738948998601,0.0120407438686987,0.0909090909090909,NA,NA,0.0909090909090909,0.149795365427374,0.000664308135453274,NA,NA,0.000664308135453274,0.00109461307897261
"KLLJ",2018,248,2018-07-08,NA,0,0,17,0,NA,NA,NA,0,NA,10,1,6.5,132.732289614169,0,0,10,0,0,10,22.4,21.94,0.0128883313609467,132.732289614169,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLLJ",2023,248,2023-07-10,"HL, VM",0,0,19,0,0,0,3,1,NA,1,1,NA,NA,1,NA,1,0,0,1,24.6,NA,NA,132.732289614169,10,10,5,NA,NA,0.647749019701119,1.64774901970112,NA,0.00753396180316664,NA,NA,0.00753396180316664,0.0124140781756335,0.0909090909090909,NA,NA,0.0909090909090909,0.149795365427374,0.000684905618469695,NA,NA,0.000684905618469695,0.00112855256142123
"KLNJA",2018,397,2018-07-21,NA,NA,1,11,1,NA,NA,NA,0,NA,11,1,2,12.5663706143592,1,1,11,0,0,11,19,11.85,0.03835025,12.5663706143592,NA,NA,NA,NA,NA,NA,1,2,0.0795774715459477,0.0795774715459477,0.159154943091895,0,0.0795774715459477,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.00723431559508615,0.00723431559508615,0.0144686311901723,0,0.00723431559508615
"KLNJA",2020,397,2020-07-22,"Gavin + Ben",0,1,11,1,2,2,5,0,NA,11,1,1.9,11.3411494794592,1,1,11,0,0,11,19,11.81,0.042118836565097,11.3411494794592,11,11,2,1,0,0.290747794353651,1,2,0.0881744837074212,0.0881744837074212,0.176348967414842,0,0.0881744837074212,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.00801586215522011,0.00801586215522011,0.0160317243104402,0,0.00801586215522011
"KLNJA",2023,397,2023-07-07,"EC, MB",0,1,16,2,2,1,3,1,"lovely. 3/5 stars (eye bug)",1,1,NA,NA,1,NA,1,0,0,1,19.3,NA,NA,12.5663706143592,11,11,3,NA,NA,0.433227018227027,1.43322701822703,NA,0.0795774715459477,NA,NA,0.0795774715459477,0.114052582261845,0.0909090909090909,NA,NA,0.0909090909090909,0.130293365293366,0.00723431559508615,NA,NA,0.00723431559508615,0.0103684165692586
"KLVF",2018,101,2018-06-28,NA,NA,NA,1,0,NA,NA,NA,2,"Very wet",11,1,2.7,22.9022104446696,2,0,11,0,2,9,16.5,20.9333333333333,0.078158573388203,22.9022104446696,NA,NA,NA,NA,NA,NA,2,2,0.0873278151395859,0,0.0873278151395859,0.0873278151395859,0.0873278151395859,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.0079388922854169,0,0.0079388922854169,0.0873278151395859,0.0079388922854169
"KLVF",2023,101,2023-07-11,"HL VM",0,0,1,0,0,0,3,2,NA,1,1,NA,NA,2,NA,1,0,0,1,17.3,NA,NA,22.9022104446696,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0873278151395859,NA,NA,0.0873278151395859,0.118439393796705,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.0079388922854169,NA,NA,0.0079388922854169,0.0107672176178823
"KLYD",2018,247,2018-07-08,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,6.6,136.847775990371,0,1,11,0,0,11,38.2,26.3909090909091,0.0195699035812672,136.847775990371,NA,NA,NA,NA,NA,NA,0,1,0,0.00730738948998601,0.00730738948998601,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000664308135453274,0.000664308135453274,0,0
"KLYD",2023,247,2023-07-12,"EC MW AB",0,0,1,0,0,0,3,1,NA,1,1,NA,NA,1,NA,1,0,0,1,39.1,NA,NA,136.847775990371,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.00730738948998601,NA,NA,0.00730738948998601,0.01251407930657,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000664308135453274,NA,NA,0.000664308135453274,0.00113764357332454
"KLZG",2018,141,2018-07-02,NA,NA,NA,4,1,NA,NA,NA,0,NA,11,1,7.15,160.606070433144,1,1,11,0,0,11,26,17.77,0.00687847816519145,160.606070433144,NA,NA,NA,NA,NA,NA,1,2,0.00622641471336086,0.00622641471336086,0.0124528294267217,0,0.00622641471336086,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.000566037701214624,0.000566037701214624,0.00113207540242925,0,0.000566037701214624
"KLZG",2020,141,2020-08-17,"Ben and Courtenay",0,0,2,0,0,0,0,0,NA,11,1,7,153.9380400259,2,0,11,0,0,11,25,18.7111111111111,0.00691759183673469,153.9380400259,11,11,2,1,0,0.290747794353651,2,2,0.0129922402523996,0,0.0129922402523996,0,0.0129922402523996,0.181818181818182,0,0.181818181818182,0,0.181818181818182,0.00118111275021815,0,0.00118111275021815,0,0.00118111275021815
"KLZG",2023,141,2023-07-18,"HL, VM",0,0,11,0,0,0,0,2,NA,1,1,NA,NA,2,NA,1,0,0,1,25.7,NA,NA,160.606070433144,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0124528294267217,NA,NA,0.0124528294267217,0.0151502805072359,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00113207540242925,NA,NA,0.00113207540242925,0.00137729822793054
"KNCV",2018,106,2018-06-28,NA,NA,NA,16,3,NA,NA,NA,1,NA,11,1,5.4,91.6088417786784,2,2,11,0,1,10,35.2,30.7111111111111,0.0296685871056241,91.6088417786784,NA,NA,NA,NA,NA,NA,2,4,0.0218319537848965,0.0218319537848965,0.043663907569793,0.0109159768924482,0.0218319537848965,0.181818181818182,0.181818181818182,0.363636363636364,1,0.181818181818182,0.00198472307135423,0.00198472307135423,0.00396944614270845,0.0109159768924482,0.00198472307135423
"KNCV",2023,106,2023-07-11,"HL VM",0,0,16,8,1,1,5,1,NA,1,1,NA,NA,1,NA,1,0,0,1,35.8,NA,NA,91.6088417786784,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0109159768924482,NA,NA,0.0109159768924482,0.018693871556728,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000992361535677113,NA,NA,0.000992361535677113,0.00169944286879345
"KNTIE",2018,282,2018-07-12,NA,NA,NA,1,3,NA,NA,NA,0,NA,11,1,5.3,88.2473376393373,0,0,11,0,0,11,11.1,17.8818181818182,0.0178590601637593,88.2473376393373,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNTIE",2020,282,2020-07-27,"Ben + Courtenay",0,0,1,3,1,0,2,0,NA,11,1,5.5,95.0331777710912,0,1,11,0,0,11,11.6,18.2,0.0169010247933884,95.0331777710912,11,11,2,1,0,0.290747794353651,0,1,0,0.0105226408655799,0.0105226408655799,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000956603715052714,0.000956603715052714,0,0
"KNTIE",2023,282,2023-06-26,"EC CP",0,0,1,3,0,0,1,0,"rub",1,1,NA,NA,0,NA,1,0,0,1,12.2,NA,NA,88.2473376393373,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.00490923612899921,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.000446294193545383
"KQTMD",2018,324,2018-07-16,NA,NA,NA,0,0,NA,NA,NA,0,NA,7,1,4.5,63.6172512351933,0,0,7,0,0,7,13.8,20.3428571428571,0.0150328888888889,63.6172512351933,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KQTMD",2020,324,2020-07-17,"Gavin, Courtenay, Aidan",0,0,0,0,0,0,5,0,"cryptic focal tree partially occluded by fir",7,1,4.5,63.6172512351933,0,1,7,0,0,7,14.1,20.5,0.0152495308641975,63.6172512351933,7,7,2,1,0,0.185021323679596,0,1,0,0.0157190067251255,0.0157190067251255,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0.00224557238930364,0.00224557238930364,0,0
"KTDS",2018,132,2018-06-29,NA,0,0,1,1,NA,NA,NA,0,NA,11,1,6.6,136.847775990371,0,1,11,0,0,11,23.9,26.2363636363636,0.0195112029384757,136.847775990371,NA,NA,NA,NA,NA,NA,0,1,0,0.00730738948998601,0.00730738948998601,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000664308135453274,0.000664308135453274,0,0
"KTDS",2023,132,2023-07-11,"HL VM",0,0,0,1,0,0,4,0,NA,1,1,NA,NA,0,NA,1,0,0,1,24.4,NA,NA,136.847775990371,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00520668981658397,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.00047333543787127
"KVEI",2018,64,2018-06-26,NA,NA,NA,4,0,NA,NA,NA,2,NA,11,1,3.8,45.3645979178366,2,0,11,0,2,9,32.1,25.2333333333333,0.041039404432133,45.3645979178366,NA,NA,NA,NA,NA,NA,2,2,0.0440872418537106,0,0.0440872418537106,0.0440872418537106,0.0440872418537106,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00400793107761006,0,0.00400793107761006,0.0440872418537106,0.00400793107761006
"KXAYQ",2018,383,2018-07-20,NA,0,1,5,0,NA,NA,NA,0,NA,11,1,7.2,162.860163162095,0,0,11,0,0,11,23.4,26.7545454545455,0.0154339699074074,162.860163162095,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KXAYQ",2020,383,2020-08-25,"Ben and Courtenay",0,1,8,0,0,0,6,0,NA,11,1,7.2,162.860163162095,0,1,11,0,0,11,23.6,27.1454545454545,0.0158737654320988,162.860163162095,11,11,2,1,0,0.290747794353651,0,1,0,0.00614023700200213,0.00614023700200213,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000558203363818376,0.000558203363818376,0,0
"KZXQJ",2018,478,2018-07-26,NA,0,0,1,1,NA,NA,NA,4,NA,11,1,4.6,66.47610054996,4,0,11,0,4,7,24.8,23.2428571428571,0.0216025047258979,66.47610054996,NA,NA,NA,NA,NA,NA,4,4,0.0601720011689586,0,0.0601720011689586,0.0601720011689586,0.0601720011689586,0.363636363636364,0,0.363636363636364,4,0.363636363636364,0.00547018192445078,0,0.00547018192445078,0.0601720011689586,0.00547018192445078
"KZXQJ",2020,478,2020-07-22,"Gavin + Ben",0,0,1,1,0,0,3,4,NA,11,1,4.8,72.3822947387088,4,1,11,0,4,7,25.3,23.7,0.0205185329861111,72.3822947387088,11,11,2,1,0,0.290747794353651,4,5,0.0552621330180192,0.0138155332545048,0.069077666272524,0.0552621330180192,0.0552621330180192,0.363636363636364,0.0909090909090909,0.454545454545455,4,0.363636363636364,0.00502383027436538,0.00125595756859135,0.00627978784295673,0.0552621330180192,0.00502383027436538
"KZXQJ",2023,478,2023-07-11,"EC MB",1,0,4,1,0,0,0,0,"hammer lost at last site",1,1,NA,NA,0,NA,1,0,0,1,26.4,NA,NA,66.47610054996,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.00651703416179527,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.000592457651072297
"LCMG",2018,217,2018-07-06,NA,NA,NA,0,0,NA,NA,NA,0,NA,11,1,5.2,84.948665353068,0,0,11,0,0,11,27.8,26.9545454545455,0.0322402736686391,84.948665353068,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCMG",2023,217,2023-07-10,"HL, VM",0,0,0,0,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,28.4,NA,NA,84.948665353068,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00838770001517743,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000762518183197948
"LEVO",2018,42,2018-06-25,NA,NA,NA,1,0,NA,NA,NA,1,NA,11,1,5,78.5398163397448,1,0,11,0,1,10,34.1,26.59,0.0305986,78.5398163397448,NA,NA,NA,NA,NA,NA,1,1,0.0127323954473516,0,0.0127323954473516,0.0127323954473516,0.0127323954473516,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00115749049521378,0,0.00115749049521378,0.0127323954473516,0.00115749049521378
