"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"LGOK",2018,110,2018-06-28,NA,NA,NA,2,0,NA,NA,NA,0,NA,11,1,5.5,95.0331777710912,0,0,11,0,0,11,33.2,19.5636363636364,0.0160386115702479,95.0331777710912,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGOK",2023,110,2023-07-14,"MB HL",1,0,0,0,1,0,0,2,"borderline, some orange striping",1,1,NA,NA,2,NA,1,0,0,1,33.3,NA,NA,95.0331777710912,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0210452817311597,NA,NA,0.0210452817311597,0.0285429150670406,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00191320743010543,NA,NA,0.00191320743010543,0.00259481046064006
"LGUH",2018,148,2018-07-02,NA,NA,NA,4,3,NA,NA,NA,2,NA,11,1,5.2,84.948665353068,2,2,11,0,2,9,20.1,17.9444444444444,0.0122492233727811,84.948665353068,NA,NA,NA,NA,NA,NA,2,4,0.0235436306348958,0.0235436306348958,0.0470872612697915,0.0235436306348958,0.0235436306348958,0.181818181818182,0.181818181818182,0.363636363636364,2,0.181818181818182,0.0021403300577178,0.0021403300577178,0.00428066011543559,0.0235436306348958,0.0021403300577178
"LGUH",2023,148,2023-07-18,"HL, VM",0,0,2,2,0,0,0,2,NA,1,1,NA,NA,2,NA,1,0,0,1,20.9,NA,NA,84.948665353068,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0235436306348958,NA,NA,0.0235436306348958,0.0319313306500732,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.0021403300577178,NA,NA,0.0021403300577178,0.00290284824091574
"LHZH",2018,225,2018-07-06,NA,NA,NA,1,1,NA,NA,NA,1,NA,10,1,7.2,162.860163162095,1,0,10,0,1,9,9.8,16.9777777777778,0.00632843364197531,162.860163162095,NA,NA,NA,NA,NA,NA,1,1,0.00614023700200213,0,0.00614023700200213,0.00614023700200213,0.00614023700200213,0.1,0,0.1,1,0.1,0.000614023700200213,0,0.000614023700200213,0.00614023700200213,0.000614023700200213
"LHZH",2023,225,2023-07-10,"HL, VM",0,0,4,0,0,0,4,0,NA,1,1,NA,NA,0,NA,1,0,0,1,10.8,NA,NA,162.860163162095,10,10,5,NA,NA,0.647749019701119,0.647749019701119,NA,0,NA,NA,0,0.00397733249877942,0,NA,NA,0,0.0588862745182836,0,NA,NA,0,0.00036157568170722
"LIAHQ",2018,382,2018-07-20,NA,NA,1,4,0,NA,NA,NA,1,NA,11,1,4.4,60.8212337734984,1,0,11,0,1,10,22,13.01,0.0107580061983471,60.8212337734984,NA,NA,NA,NA,NA,NA,1,1,0.0164416263524685,0,0.0164416263524685,0.0164416263524685,0.0164416263524685,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00149469330476987,0,0.00149469330476987,0.0164416263524685,0.00149469330476987
"LIAHQ",2020,382,2020-08-25,"Ben and Courtenay",0,0,1,0,0,0,13,1,NA,11,1,4,50.2654824574367,1,2,11,0,1,10,22,12.9272727272727,0.013939375,50.2654824574367,11,11,2,1,0,0.290747794353651,1,3,0.0198943678864869,0.0397887357729738,0.0596831036594608,0.0198943678864869,0.0198943678864869,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00180857889877154,0.00361715779754308,0.00542573669631461,0.0198943678864869,0.00180857889877154
"LLTM",2018,256,2018-07-10,NA,NA,NA,0,0,NA,NA,NA,2,NA,11,1,4.2,55.4176944093239,4,0,11,0,2,9,26.2,16.8857142857143,0.0125007936507936,55.4176944093239,NA,NA,NA,NA,NA,NA,4,4,0.0721791125133312,0,0.0721791125133312,0.0360895562566656,0.0721791125133312,0.363636363636364,0,0.363636363636364,2,0.363636363636364,0.00656173750121193,0,0.00656173750121193,0.0360895562566656,0.00656173750121193
"LLTM",2023,256,2023-07-12,"EC AB MW",1,0,3,0,0,1,4,5,NA,1,1,NA,NA,5,NA,1,0,0,1,27.1,NA,NA,55.4176944093239,11,11,5,NA,NA,0.712523921671231,5.71252392167123,NA,0.090223890641664,NA,NA,0.090223890641664,0.103081226719351,0.454545454545455,NA,NA,0.454545454545455,0.519320356515566,0.00820217187651491,NA,NA,0.00820217187651491,0.00937102061085009
"LNCL",2018,214,2018-07-06,NA,NA,NA,0,0,NA,NA,NA,0,NA,10,1,4.4,60.8212337734984,0,0,10,0,0,10,24.8,22.58,0.0274023760330578,60.8212337734984,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LNCL",2023,214,2023-07-10,"HL, VM",0,0,0,0,0,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,24.8,NA,NA,60.8212337734984,10,10,5,NA,NA,0.647749019701119,0.647749019701119,NA,0,NA,NA,0,0.0106500473521036,0,NA,NA,0,0.0588862745182836,0,NA,NA,0,0.000968186122918507
"LNEUS",2018,462,2018-07-25,NA,0,0,11,5,NA,NA,NA,0,NA,11,1,3.7,43.0084034276443,0,0,11,0,0,11,6.7,7.19090909090909,0.00465953250547845,43.0084034276443,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LNEUS",2020,462,2020-07-28,"Gavin + Nicole",0,0,6,11,3,2,6,0,"lots of metal junk from upper gully. Real Holler!",11,1,3.3,34.2119439975928,0,0,11,0,0,11,10.4,7.32307692307692,0.00735353535353536,34.2119439975928,11,11,2,1,0,0.290747794353651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LNEUS",2023,462,2023-07-25,"HL, VM",0,0,2,13,0,1,6,1,"metal junk still here",1,1,NA,NA,1,NA,1,0,0,1,11,NA,NA,43.0084034276443,11,11,3,NA,NA,0.433227018227027,1.43322701822703,NA,0.0232512699915114,NA,NA,0.0232512699915114,0.0333243483599254,0.0909090909090909,NA,NA,0.0909090909090909,0.130293365293366,0.00211375181741012,NA,NA,0.00211375181741012,0.00302948621453867
"LQDNH",2018,294,2018-07-13,NA,1,0,17,2,NA,NA,NA,1,"Site in clearing. Possibly unhealthy.",11,1,11.6,422.732707467043,5,4,11,0,1,10,24.1,24.05,0.00259169887039239,422.732707467043,NA,NA,NA,NA,NA,NA,5,9,0.0118278049265677,0.00946224394125418,0.0212900488678219,0.00236556098531355,0.0118278049265677,0.454545454545455,0.363636363636364,0.818181818181818,1,0.454545454545455,0.00107525499332434,0.000860203994659471,0.00193545898798381,0.00236556098531355,0.00107525499332434
"LQDNH",2020,294,2020-07-06,"Nicole, Roxy, Gabriel",1,0,10,1,NA,NA,3,1,"clearing. Possibly",11,1,11.8,437.435361085843,5,4,11,0,1,10,25.4,24.4666666666667,0.00259238724504453,437.435361085843,11,11,2,1,0,0.290747794353651,5,9,0.0114302602048187,0.00914420816385495,0.0205744683686736,0.00228605204096374,0.0114302602048187,0.454545454545455,0.363636363636364,0.818181818181818,1,0.454545454545455,0.00103911456407443,0.00083129165125954,0.00187040621533397,0.00228605204096374,0.00103911456407443
"LQDNH",2023,294,2023-07-02,"EC, VM, HL",1,1,7,6,2,1,5,4,"open clearing",11,1,11.8,437.435361085843,5,4,8,3,0,8,25.4,25.9,0.00437935219764435,437.435361085843,11,8,3,0.727272727272727,0.100703193922606,0.433227018227027,5,9,0.0114302602048187,0.00914420816385495,0.0205744683686736,0.00914420816385495,0.0114302602048187,0.454545454545455,0.363636363636364,0.818181818181818,4,0.454545454545455,0.00103911456407443,0.00083129165125954,0.00187040621533397,0.00914420816385495,0.00103911456407443
"LRPJC",2018,451,2018-07-24,NA,1,0,1,1,NA,NA,NA,1,NA,11,1,6.6,136.847775990371,1,4,11,0,1,10,29.1,25.04,0.0170573461891644,136.847775990371,NA,NA,NA,NA,NA,NA,1,5,0.00730738948998601,0.0292295579599441,0.0365369474499301,0.00730738948998601,0.00730738948998601,0.0909090909090909,0.363636363636364,0.454545454545455,1,0.0909090909090909,0.000664308135453274,0.0026572325418131,0.00332154067726637,0.00730738948998601,0.000664308135453274
"LRPJC",2020,451,2020-08-13,"Gavin and Erin",1,1,1,2,0,0,3,3,"BEES! Lots of hyssop",11,1,5.9,109.358840271461,3,7,11,0,3,8,29.7,24.18,0.0212577420281528,109.358840271461,11,11,2,1,0,0.290747794353651,3,10,0.0274326244915648,0.0640094571469846,0.0914420816385495,0.0274326244915648,0.0274326244915648,0.272727272727273,0.636363636363636,0.909090909090909,3,0.272727272727273,0.00249387495377862,0.00581904155881678,0.00831291651259541,0.0274326244915648,0.00249387495377862
"LRPJC",2023,451,2023-06-29,"EC CP",1,1,0,1,0,0,4,3,NA,11,1,5.9,109.358840271461,4,3,10,1,3,7,NA,20.5555555555556,0.0146694053432922,109.358840271461,11,10,3,0.909090909090909,0.0312706872849103,0.433227018227027,4,7,0.0365768326554198,0.0274326244915648,0.0640094571469846,0.0274326244915648,0.0365768326554198,0.363636363636364,0.272727272727273,0.636363636363636,3,0.363636363636364,0.00332516660503816,0.00249387495377862,0.00581904155881678,0.0274326244915648,0.00332516660503816
"LXOGB",2018,494,2018-07-27,NA,0,0,4,0,NA,NA,NA,1,NA,11,1,3.8,45.3645979178366,1,0,11,0,1,10,22.9,18.82,0.0333475069252077,45.3645979178366,NA,NA,NA,NA,NA,NA,1,1,0.0220436209268553,0,0.0220436209268553,0.0220436209268553,0.0220436209268553,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00200396553880503,0,0.00200396553880503,0.0220436209268553,0.00200396553880503
"LXOGB",2020,494,2020-07-14,"Gavin, Courtenay, Aiden",0,0,10,0,0,0,4,1,NA,11,1,3.5,38.484510006475,1,1,11,0,1,10,23.3,18.0833333333333,0.044070693877551,38.484510006475,11,11,2,1,0,0.290747794353651,1,2,0.0259844805047992,0.0259844805047992,0.0519689610095985,0.0259844805047992,0.0259844805047992,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00236222550043629,0.00236222550043629,0.00472445100087259,0.0259844805047992,0.00236222550043629
"LXOGB",2023,494,2023-08-10,"CR, BB",0,0,3,0,0,0,3,0,"no bear unlike last time! distances measured by tape",11,1,3.5,38.484510006475,3,0,10,1,2,8,23.5,16.8666666666667,0.036496,38.484510006475,11,10,3,0.909090909090909,0.0312706872849103,0.433227018227027,3,3,0.0779534415143977,0,0.0779534415143977,0,0.0779534415143977,0.272727272727273,0,0.272727272727273,0,0.272727272727273,0.00708667650130888,0,0.00708667650130888,0,0.00708667650130888
"MCBRM01",2018,490,2018-07-27,NA,0,0,0,0,NA,NA,NA,2,"Mt Crested Butte river meanders - past fenceline 50m",11,1,4.6,66.47610054996,2,0,11,0,2,9,24.5,22.6555555555556,0.0223659262759924,66.47610054996,NA,NA,NA,NA,NA,NA,2,2,0.0300860005844793,0,0.0300860005844793,0.0300860005844793,0.0300860005844793,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00273509096222539,0,0.00273509096222539,0.0300860005844793,0.00273509096222539
"MCBRM01",2020,490,2020-07-21,"Gavin, Courtenay",0,1,0,0,0,0,15,2,"Mt CB river meanders past fenceline 50m",11,1,4.4,60.8212337734984,2,1,11,0,2,9,24.8,22.9333333333333,0.0250230371900826,60.8212337734984,11,11,2,1,0,0.290747794353651,2,3,0.032883252704937,0.0164416263524685,0.0493248790574056,0.032883252704937,0.032883252704937,0.181818181818182,0.0909090909090909,0.272727272727273,2,0.181818181818182,0.00298938660953973,0.00149469330476987,0.0044840799143096,0.032883252704937,0.00298938660953973
"MCBRM01",2023,490,2023-06-27,"EC CP",1,1,4,0,0,0,16,4,"Access notes: take maintenance road down to river-level, until diractly below site, then walk up. Lots of standing dead",1,1,NA,NA,4,NA,1,0,0,1,25.6,NA,NA,66.47610054996,11,11,3,NA,NA,0.433227018227027,4.43322701822703,NA,0.0601720011689586,NA,NA,0.0601720011689586,0.0666890353307538,0.363636363636364,NA,NA,0.363636363636364,0.403020638020639,0.00547018192445078,NA,NA,0.00547018192445078,0.00606263957552307
"MCBSA01",2018,492,2018-07-27,NA,1,1,8,0,NA,NA,NA,1,"Mt Crested Butte ski area. small stand, some lodgepole nearby. damaged.",11,1,3.3,34.2119439975928,1,6,11,0,1,10,17.6,12.06,0.0150191000918274,34.2119439975928,NA,NA,NA,NA,NA,NA,1,7,0.0292295579599441,0.175377347759664,0.204606905719608,0.0292295579599441,0.0292295579599441,0.0909090909090909,0.545454545454545,0.636363636363636,1,0.0909090909090909,0.0026572325418131,0.0159433952508786,0.0186006277926917,0.0292295579599441,0.0026572325418131
"MCBSA01",2020,492,2020-07-21,"Gavin, Courtenay",1,1,11,0,2,0,6,0,"Mt CB Ski area. Small stand, some lodgepole pines nearby, damaged",11,1,3.3,34.2119439975928,1,10,11,0,0,11,17.8,12.65,0.0161738292011019,34.2119439975928,11,11,2,1,0,0.290747794353651,1,11,0.0292295579599441,0.292295579599441,0.321525137559385,0,0.0292295579599441,0.0909090909090909,0.909090909090909,1,0,0.0909090909090909,0.0026572325418131,0.026572325418131,0.0292295579599441,0,0.0026572325418131
"MCBSA01",2023,492,2023-08-10,"BB, CR",1,1,3,0,2,1,4,1,"Mt CB ski area. Small stand, some lodgepole pines nearby, damaged. Distances by tape",11,1,3.3,34.2119439975928,3,8,11,0,2,9,17.9,13.75,0.0190843893480257,34.2119439975928,11,11,3,1,0,0.433227018227027,3,11,0.0876886738798322,0.233836463679552,0.321525137559385,0.0292295579599441,0.0876886738798322,0.272727272727273,0.727272727272727,1,1,0.272727272727273,0.00797169762543929,0.0212578603345048,0.0292295579599441,0.0292295579599441,0.00797169762543929
"MCTH",2018,128,2018-06-29,NA,0,0,4,4,NA,NA,NA,0,NA,11,1,7.3,167.4154725098,0,1,11,0,0,11,34.9,29.1909090909091,0.0190732032276224,167.4154725098,NA,NA,NA,NA,NA,NA,0,1,0,0.00597316356133966,0.00597316356133966,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000543014869212697,0.000543014869212697,0,0
"MCTH",2023,128,2023-07-14,"MB, HL",1,0,3,2,1,1,9,2,"lots of splits, a little drippy",1,1,NA,NA,2,NA,0,1,0,0,NA,NA,NA,167.4154725098,11,10,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0119463271226793,NA,NA,0.0119463271226793,0.0162023490481888,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00108602973842539,NA,NA,0.00108602973842539,0.00147294082256261
"MEMNL01",2018,341,2018-07-17,NA,1,0,19,5,NA,NA,NA,5,"Damaged stand",11,1,7.3,167.4154725098,5,1,11,0,5,6,20.2,19.5,0.00440195158566335,167.4154725098,NA,NA,NA,NA,NA,NA,5,6,0.0298658178066983,0.00597316356133966,0.035838981368038,0.0298658178066983,0.0298658178066983,0.454545454545455,0.0909090909090909,0.545454545454545,5,0.454545454545455,0.00271507434606348,0.000543014869212697,0.00325808921527618,0.0298658178066983,0.00271507434606348
"MEMNL01",2020,341,2020-08-17,"Ben and Courtenay",1,0,11,5,8,1,6,4,"Wasp nest on ground, damaged stand*",11,1,6.6,136.847775990371,4,5,11,0,4,7,20.4,20.3142857142857,0.00681409550045914,136.847775990371,11,11,2,1,0,0.290747794353651,4,9,0.0292295579599441,0.0365369474499301,0.0657665054098741,0.0292295579599441,0.0292295579599441,0.363636363636364,0.454545454545455,0.818181818181818,4,0.363636363636364,0.0026572325418131,0.00332154067726637,0.00597877321907947,0.0292295579599441,0.0026572325418131
"MEMNL01",2023,341,2023-07-18,"EC, MB",1,0,16,4,3,2,6,3,"herbivory on all saplings",1,1,NA,NA,3,NA,1,0,0,1,20.8,NA,NA,167.4154725098,11,11,3,NA,NA,0.433227018227027,3.43322701822703,NA,0.017919490684019,NA,NA,0.017919490684019,0.0205072265230805,0.272727272727273,NA,NA,0.272727272727273,0.312111547111548,0.00162904460763809,NA,NA,0.00162904460763809,0.00186429332028005
"MEMRS01",2018,330,2018-07-17,NA,NA,NA,15,0,NA,NA,NA,1,NA,11,1,4.4,60.8212337734984,1,0,11,0,1,10,11.2,14.56,0.0124300619834711,60.8212337734984,NA,NA,NA,NA,NA,NA,1,1,0.0164416263524685,0,0.0164416263524685,0.0164416263524685,0.0164416263524685,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00149469330476987,0,0.00149469330476987,0.0164416263524685,0.00149469330476987
"MEMRS01",2020,330,2020-07-29,"Gavin + Courtenay + Aidan",0,0,14,1,6,0,0,1,"Renailed in tag. Added a new hole. Lots of leaf hoppers. Most seedlings look like they're dying.",11,1,4.2,55.4176944093239,1,0,11,0,1,10,11.6,14.84,0.0141098639455782,55.4176944093239,11,11,2,1,0,0.290747794353651,1,1,0.0180447781283328,0,0.0180447781283328,0.0180447781283328,0.0180447781283328,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00164043437530298,0,0.00164043437530298,0.0180447781283328,0.00164043437530298
"MEMRS01",2023,330,2023-07-18,"EC, MB",0,0,21,3,12,0,0,1,"some small conifgers. many dead seedlings but also resprouts",11,1,4.2,55.4176944093239,1,0,11,0,1,10,12.3,15.45,0.0151327097505669,55.4176944093239,11,11,3,1,0,0.433227018227027,1,1,0.0180447781283328,0,0.0180447781283328,0.0180447781283328,0.0180447781283328,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00164043437530298,0,0.00164043437530298,0.0180447781283328,0.00164043437530298
"MGGT",2018,237,2018-07-08,NA,0,0,0,0,NA,NA,NA,1,NA,11,1,5.2,84.948665353068,1,0,11,0,1,10,25.6,26.54,0.0262460798816568,84.948665353068,NA,NA,NA,NA,NA,NA,1,1,0.0117718153174479,0,0.0117718153174479,0.0117718153174479,0.0117718153174479,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.0010701650288589,0,0.0010701650288589,0.0117718153174479,0.0010701650288589
"MGGT",2023,237,2023-07-12,"EC AB MW",0,0,2,0,0,0,4,2,NA,1,1,NA,NA,2,NA,1,0,0,1,25,NA,NA,84.948665353068,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0235436306348958,NA,NA,0.0235436306348958,0.0319313306500732,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.0021403300577178,NA,NA,0.0021403300577178,0.00290284824091574
"MGWO",2018,20,2018-06-23,NA,NA,NA,6,1,NA,NA,NA,2,NA,11,1,7,153.9380400259,2,0,11,0,2,9,26.4,17.7,0.0072180612244898,153.9380400259,NA,NA,NA,NA,NA,NA,2,2,0.0129922402523996,0,0.0129922402523996,0.0129922402523996,0.0129922402523996,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00118111275021815,0,0.00118111275021815,0.0129922402523996,0.00118111275021815
"MGWO",2023,20,2023-06-28,"EC CP",0,0,3,2,0,0,2,3,"sunny clearing - dense understory and recently fallen trees",1,1,NA,NA,3,NA,1,0,0,1,27.6,NA,NA,153.9380400259,11,11,5,NA,NA,0.712523921671231,3.71252392167123,NA,0.0194883603785994,NA,NA,0.0194883603785994,0.0241170013665667,0.272727272727273,NA,NA,0.272727272727273,0.337502174697385,0.00177166912532722,NA,NA,0.00177166912532722,0.00219245466968788
"MINE",2018,274,2018-07-11,NA,NA,NA,13,0,NA,NA,NA,2,NA,11,1,5.6,98.5203456165759,2,0,11,0,2,9,16.2,16.3555555555556,0.00854604591836735,98.5203456165759,NA,NA,NA,NA,NA,NA,2,2,0.0203003753943744,0,0.0203003753943744,0.0203003753943744,0.0203003753943744,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00184548867221586,0,0.00184548867221586,0.0203003753943744,0.00184548867221586
"MINE",2023,274,2023-07-12,"EC AB MW",0,1,30,0,3,0,5,2,"right off path",1,1,NA,NA,2,NA,1,0,0,1,16.7,NA,NA,98.5203456165759,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0203003753943744,NA,NA,0.0203003753943744,0.0275326269380733,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00184548867221586,NA,NA,0.00184548867221586,0.00250296608527939
"MJNG",2018,181,2018-07-03,NA,NA,NA,3,2,NA,NA,NA,0,NA,11,1,7.7,186.265028431339,0,1,11,0,0,11,43.5,21.7545454545455,0.0105648338674313,186.265028431339,NA,NA,NA,NA,NA,NA,0,1,0,0.0053686943191734,0.0053686943191734,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000488063119924854,0.000488063119924854,0,0
"MJNG",2023,181,2023-07-17,"MB, VM",0,0,1,3,2,1,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,43.5,NA,NA,186.265028431339,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00382532313055149,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000347756648231954
"MJOL",2018,45,2018-06-25,NA,NA,NA,11,1,NA,NA,NA,1,NA,11,1,8.2,211.240690027378,1,2,11,0,1,10,15.8,14.76,0.00389449732302201,211.240690027378,NA,NA,NA,NA,NA,NA,1,3,0.00473393643937821,0.00946787287875642,0.0142018093181346,0.00473393643937821,0.00473393643937821,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000430357858125292,0.000860715716250583,0.00129107357437587,0.00473393643937821,0.000430357858125292
"MKBID",2018,385,2018-07-20,NA,1,1,0,0,NA,NA,NA,4,NA,11,1,7.3,167.4154725098,4,1,11,0,4,7,13.5,11.2428571428571,0.00186363295177332,167.4154725098,NA,NA,NA,NA,NA,NA,4,5,0.0238926542453587,0.00597316356133966,0.0298658178066983,0.0238926542453587,0.0238926542453587,0.363636363636364,0.0909090909090909,0.454545454545455,4,0.363636363636364,0.00217205947685079,0.000543014869212697,0.00271507434606348,0.0238926542453587,0.00217205947685079
"MKBID",2020,385,2020-07-10,"Gavin, Courtenay, Aiden",1,1,0,0,NA,NA,11,2,NA,11,1,5.8,105.683176866761,3,4,10,1,2,8,14.1,10.8333333333333,0.00361376337693222,105.683176866761,11,10,2,0.909090909090909,0.0465361826677765,0.290747794353651,3,7,0.0283867318237625,0.0378489757650167,0.0662357075887793,0.0189244878825084,0.0283867318237625,0.272727272727273,0.363636363636364,0.636363636363636,2,0.272727272727273,0.00258061198397841,0.00344081597863788,0.0060214279626163,0.0189244878825084,0.00258061198397841
"MKBID",2023,521,2023-08-20,"BB, CR",1,1,0,0,0,0,4,1,"many paper wasp nests on approach from downslope",11,1,5.8,105.683176866761,5,3,8,3,2,6,14.3,11.7444444444444,0.00412719976218787,105.683176866761,10,8,3,0.8,0.0716812169510166,0.393842743842752,5,8,0.0473112197062709,0.0283867318237625,0.0756979515300334,0.00946224394125418,0.0473112197062709,0.454545454545455,0.272727272727273,0.727272727272727,1,0.454545454545455,0.00430101997329735,0.00258061198397841,0.00688163195727577,0.00946224394125418,0.00430101997329735
"MKTPA",2018,336,2018-07-17,NA,NA,NA,8,3,NA,NA,NA,0,NA,11,1,3.7,43.0084034276443,0,0,11,0,0,11,14.1,11.1636363636364,0.0117590942293645,43.0084034276443,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKTPA",2020,336,2020-07-29,"Gavin + Courtenay + Aidan",0,0,6,1,4,1,4,1,"all saplings within 3m = unhealthy. Maybe due to talus soils",11,1,2.9,26.4207942166902,1,1,11,0,1,10,14.6,11.6833333333333,0.0221569560047562,26.4207942166902,11,11,2,1,0,0.290747794353651,1,2,0.0378489757650167,0.0378489757650167,0.0756979515300334,0.0378489757650167,0.0378489757650167,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00344081597863788,0.00344081597863788,0.00688163195727577,0.0378489757650167,0.00344081597863788
"MKTPA",2023,336,2023-07-18,"EC, MB",0,0,11,0,5,1,5,2,NA,1,1,NA,NA,2,NA,1,0,0,1,15.3,NA,NA,43.0084034276443,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0465025399830227,NA,NA,0.0465025399830227,0.0565756183514367,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00422750363482025,NA,NA,0.00422750363482025,0.00514323803194879
"MNAQJ",2018,322,2018-07-16,NA,NA,0,40,2,NA,NA,NA,1,"very steep long approach",11,1,2.4,18.0955736846772,1,1,11,0,1,10,12.3,11.62,0.0249225694444444,18.0955736846772,NA,NA,NA,NA,NA,NA,1,2,0.0552621330180192,0.0552621330180192,0.110524266036038,0.0552621330180192,0.0552621330180192,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00502383027436538,0.00502383027436538,0.0100476605487308,0.0552621330180192,0.00502383027436538
"MNAQJ",2020,322,2020-07-17,"Gavin, Courtenay, Aiden",0,1,6,3,1,0,6,1,"VERY STEEP APPROACH",11,1,2.3,16.61902513749,1,0,11,0,1,10,12.6,11.8916666666667,0.0343370510396975,16.61902513749,11,11,2,1,0,0.290747794353651,1,1,0.0601720011689586,0,0.0601720011689586,0.0601720011689586,0.0601720011689586,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00547018192445078,0,0.00547018192445078,0.0601720011689586,0.00547018192445078
"MPSY",2018,137,2018-07-01,NA,NA,NA,1,0,NA,NA,NA,4,NA,11,1,5.5,95.0331777710912,5,0,11,0,4,7,33,25.0666666666667,0.0135338842975207,95.0331777710912,NA,NA,NA,NA,NA,NA,5,5,0.0526132043278993,0,0.0526132043278993,0.0420905634623194,0.0526132043278993,0.454545454545455,0,0.454545454545455,4,0.454545454545455,0.00478301857526357,0,0.00478301857526357,0.0420905634623194,0.00478301857526357
"MPSY",2023,552,2023-07-14,"MB HL",0,0,13,1,0,0,3,7,"a bunch of dead trees but no evidence of fungal infection",1,1,NA,NA,7,NA,1,0,0,1,33.4,NA,NA,95.0331777710912,11,11,5,NA,NA,0.712523921671231,7.71252392167123,NA,0.073658486059059,NA,NA,0.073658486059059,0.0811561193949399,0.636363636363636,NA,NA,0.636363636363636,0.701138538333748,0.006696226005369,NA,NA,0.006696226005369,0.00737782903590363
"MRDK",2018,205,2018-07-03,NA,NA,NA,9,4,NA,NA,NA,0,NA,11,1,7.6,181.458391671346,0,0,11,0,0,11,15.5,15.2636363636364,0.00570559210526316,181.458391671346,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
